Sample_Name,Depth,DO,Temperature,pH,Secchi.Depth
MAE28JUN07,1,8.34,22.6,NA,NA
MAE28JUN07,2,0.17,11.5,NA,NA
MAE28JUN07,3,0.1,6.1,NA,NA
MAE28JUN07,4,0.1,4.8,NA,NA
MAE28JUN07,5,0.09,4.4,NA,NA
MAE28JUN07,6,0.07,4.4,NA,NA
MAE28JUN07,7,0.05,4.5,NA,NA
MAE28JUN07,8,0.05,4.5,NA,NA
MAE28JUN07,9,0.02,4.6,NA,NA
MAE28JUN07,10,0.02,4.7,NA,NA
MAE28JUN07,11,0.03,4.7,NA,NA
MAE28JUN07,12,0.03,4.7,NA,NA
MAE28JUN07,13,0.03,4.7,NA,NA
MAE28JUN07,14,0.02,4.7,NA,NA
MAE28JUN07,15,0.02,4.7,NA,NA
MAE28JUN07,16,0.02,4.7,NA,NA
MAE28JUN07,17,0.02,4.7,NA,NA
MAE28JUN07,18,0.02,4.7,NA,NA
MAE28JUN07,19,0.02,4.7,NA,NA
MAE28JUN07,20,0.04,4.7,NA,NA
MAE28JUN07,21,0.03,4.8,NA,NA
MAE28JUN07,22,0.04,4.7,NA,NA
TBE29JUN07,0,6.87,22.3,NA,NA
TBE29JUN07,0.5,6.7,22.5,NA,NA
TBE29JUN07,1,6.8,21.7,NA,NA
TBE29JUN07,2,0.31,11.4,NA,NA
TBE29JUN07,3,0.1,6.2,NA,NA
TBE29JUN07,4,0.02,4.7,NA,NA
TBE29JUN07,5,0.05,4.3,NA,NA
TBE29JUN07,6,0.08,4.2,NA,NA
TBE29JUN07,7,0.04,4.2,NA,NA
CBE29JUN07,0,8.56,26.8,NA,NA
CBE29JUN07,0.5,9.49,24,NA,NA
CBE29JUN07,1,8.74,23,NA,NA
CBE29JUN07,1.5,2.85,19.7,NA,NA
CBE29JUN07,2,1.15,16.3,NA,NA
CBE29JUN07,2.5,0.14,12.7,NA,NA
FBE29JUN07,0,4.74,25.8,NA,NA
FBE29JUN07,0.5,4.36,23.3,NA,NA
FBE29JUN07,1,3.74,22.7,NA,NA
FBE29JUN07,1.5,2.93,22.2,NA,NA
FBE29JUN07,2,0.48,20.7,NA,NA
TBE02JUL07,0,7.35,21.9,NA,NA
TBE02JUL07,0.5,7.48,21.8,NA,NA
TBE02JUL07,1,6.01,21.3,NA,NA
TBE02JUL07,2,0.63,10.4,NA,NA
TBE02JUL07,3,0.32,6,NA,NA
TBE02JUL07,4,0.28,4.4,NA,NA
TBE02JUL07,5,0.24,4.3,NA,NA
TBE02JUL07,6,0.22,4.2,NA,NA
TBE02JUL07,7,0.22,4.3,NA,NA
CBE02JUL07,0,9.13,22,NA,NA
CBE02JUL07,0.5,9.05,22.2,NA,NA
CBE02JUL07,1,9.14,22.2,NA,NA
CBE02JUL07,1.5,1.9,19.9,NA,NA
CBE02JUL07,2,0.85,17,NA,NA
CBE02JUL07,2.5,0.05,13,NA,NA
FBE02JUL07,0,6.09,22,NA,NA
FBE02JUL07,0.5,5.55,22,NA,NA
FBE02JUL07,1,5.25,22,NA,NA
FBE02JUL07,1.5,0.47,21.7,NA,NA
FBE02JUL07,2,0.15,21.5,NA,NA
NSE03JUL07,0,5.9,22.1,NA,NA
NSE03JUL07,0.5,5.75,22,NA,NA
NSE03JUL07,1,5.65,21.8,NA,NA
NSE03JUL07,2,1.65,16.8,NA,NA
NSE03JUL07,3,0.1,9.5,NA,NA
NSE03JUL07,4,0.05,6.5,NA,NA
SSE03JUL07,0,5.93,22.1,NA,NA
SSE03JUL07,0.5,4.97,21.1,NA,NA
SSE03JUL07,1,6,20.9,NA,NA
SSE03JUL07,2,3.83,12.9,NA,NA
SSE03JUL07,3,0.12,7.2,NA,NA
SSE03JUL07,4,0.1,5.4,NA,NA
SSE03JUL07,5,0.06,4.7,NA,NA
SSE03JUL07,6,0.05,4.6,NA,NA
SSE03JUL07,7,0.04,4.5,NA,NA
SSE03JUL07,8,0.04,4.6,NA,NA
WSE03JUL07,0,7.2,22.7,NA,NA
WSE03JUL07,0.5,7.21,22.6,NA,NA
WSE03JUL07,1,7.24,22.5,NA,NA
WSE03JUL07,2,7.14,22.5,NA,NA
WSE03JUL07,3,6.9,17.9,NA,NA
WSE03JUL07,4,0.09,12.3,NA,NA
HKE04JUL07,0,7.34,24.6,NA,NA
HKE04JUL07,0.5,7.39,24.4,NA,NA
HKE04JUL07,1,6.9,23.3,NA,NA
HKE04JUL07,2,6.82,22.4,NA,NA
HKE04JUL07,3,2.08,17.3,NA,NA
HKE04JUL07,4,0.63,11,NA,NA
HKE04JUL07,5,0.14,6.9,NA,NA
HKE04JUL07,6,0.06,5.4,NA,NA
HKE04JUL07,7,0.06,4.7,NA,NA
HKE04JUL07,8,0.05,4.5,NA,NA
HKE04JUL07,9,0.05,4.4,NA,NA
HKE04JUL07,10,0.03,4.4,NA,NA
HKE04JUL07,11,0.03,4.4,NA,NA
HKE04JUL07,12,0.02,4.4,NA,NA
HKE04JUL07,13,0.03,4.5,NA,NA
HKE04JUL07,14,0.03,4.5,NA,NA
HKE04JUL07,15,0.03,4.6,NA,NA
HKE04JUL07,16,0.02,4.6,NA,NA
HKE04JUL07,17,0.02,4.6,NA,NA
HKE04JUL07,18,0.03,4.7,NA,NA
HKE04JUL07,19,0.02,4.7,NA,NA
MAE04JUL07,0,8.01,25.4,NA,NA
MAE04JUL07,0.5,8.06,22.8,NA,NA
MAE04JUL07,1,7.1,20.9,NA,NA
MAE04JUL07,2,0.13,11.8,NA,NA
MAE04JUL07,3,0.08,6.9,NA,NA
MAE04JUL07,4,0.06,4.8,NA,NA
MAE04JUL07,5,0.05,4.4,NA,NA
MAE04JUL07,6,0.03,4.4,NA,NA
MAE04JUL07,7,0.02,4.5,NA,NA
MAE04JUL07,8,0.02,4.6,NA,NA
MAE04JUL07,9,0.02,4.6,NA,NA
MAE04JUL07,10,0.02,4.7,NA,NA
MAE04JUL07,11,0.02,4.7,NA,NA
MAE04JUL07,12,0.02,4.7,NA,NA
MAE04JUL07,13,0.02,4.7,NA,NA
MAE04JUL07,14,0.02,4.7,NA,NA
MAE04JUL07,15,0.02,4.7,NA,NA
MAE04JUL07,16,0.02,4.7,NA,NA
MAE04JUL07,17,0.02,4.7,NA,NA
MAE04JUL07,18,0.02,4.7,NA,NA
MAE04JUL07,19,0.02,4.7,NA,NA
MAE04JUL07,20,0.02,4.7,NA,NA
MAE04JUL07,21,0.02,4.8,NA,NA
MAE04JUL07,22,0.02,4.8,NA,NA
NSE05JUL07,0,6.73,24.3,NA,NA
NSE05JUL07,0.5,6.69,23.8,NA,NA
NSE05JUL07,1,6.11,23.3,NA,NA
NSE05JUL07,2,0.7,18,NA,NA
NSE05JUL07,3,0.06,9.4,NA,NA
NSE05JUL07,4,0.06,6.7,NA,NA
SSE05JUL07,0,7.16,23.6,NA,NA
SSE05JUL07,0.5,6.93,23.3,NA,NA
SSE05JUL07,1,6.96,21.5,NA,NA
SSE05JUL07,2,2.97,12.9,NA,NA
SSE05JUL07,3,0.12,7,NA,NA
SSE05JUL07,4,0.07,5.1,NA,NA
SSE05JUL07,5,0.06,4.7,NA,NA
SSE05JUL07,6,0.05,4.5,NA,NA
SSE05JUL07,7,0.05,4.5,NA,NA
SSE05JUL07,8,0.04,4.5,NA,NA
WSE05JUL07,0,7.77,24.4,NA,NA
WSE05JUL07,0.5,7.8,24.4,NA,NA
WSE05JUL07,1,7.78,24.4,NA,NA
WSE05JUL07,2,8.24,23.1,NA,NA
WSE05JUL07,3,NA,17.1,NA,NA
WSE05JUL07,4,0.08,12.3,NA,NA
TBE05JUL07,0,7.05,26.4,NA,NA
TBE05JUL07,0.5,7.1,23.8,NA,NA
TBE05JUL07,1,4,21.5,NA,NA
TBE05JUL07,2,0.13,11.5,NA,NA
TBE05JUL07,3,0.07,6.6,NA,NA
TBE05JUL07,4,0.06,4.8,NA,NA
TBE05JUL07,5,0.04,4.3,NA,NA
TBE05JUL07,6,0.04,4.3,NA,NA
TBE05JUL07,7,0.04,4.3,NA,NA
CBE05JUL07,0,8.41,26.7,NA,NA
CBE05JUL07,0.5,9.03,25.4,NA,NA
CBE05JUL07,1,8.28,23.5,NA,NA
CBE05JUL07,1.5,4.63,21.4,NA,NA
CBE05JUL07,2,1.65,17.2,NA,NA
CBE05JUL07,2.5,0.1,13.3,NA,NA
FBE05JUL07,0,7.53,26.9,NA,NA
FBE05JUL07,0.5,5.88,24.2,NA,NA
FBE05JUL07,1,4.48,23.1,NA,NA
FBE05JUL07,1.5,0.18,21.7,NA,NA
FBE05JUL07,2,0.11,21.4,NA,NA
HKE06JUL07,0,6.87,24.3,NA,NA
HKE06JUL07,0.5,6.76,23.9,NA,NA
HKE06JUL07,1,6.74,23.6,NA,NA
HKE06JUL07,2,6.78,22.8,NA,NA
HKE06JUL07,3,1.58,16.6,NA,NA
HKE06JUL07,4,0.49,10.3,NA,NA
HKE06JUL07,5,0.16,7,NA,NA
HKE06JUL07,6,0.06,5.3,NA,NA
HKE06JUL07,7,0.05,4.6,NA,NA
HKE06JUL07,8,0.05,4.5,NA,NA
HKE06JUL07,9,0.05,4.4,NA,NA
HKE06JUL07,10,0.04,4.4,NA,NA
HKE06JUL07,11,0.04,4.4,NA,NA
HKE06JUL07,12,0.04,4.4,NA,NA
HKE06JUL07,13,0.03,4.5,NA,NA
HKE06JUL07,14,0.03,4.6,NA,NA
HKE06JUL07,15,0.03,4.6,NA,NA
HKE06JUL07,16,0.03,4.6,NA,NA
HKE06JUL07,17,0.03,4.7,NA,NA
HKE06JUL07,18,0.03,4.7,NA,NA
HKE06JUL07,19,0.03,4.7,NA,NA
MAE06JUL07,0,7.6,25.5,NA,NA
MAE06JUL07,0.5,7.65,23.6,NA,NA
MAE06JUL07,1,7.01,22.8,NA,NA
MAE06JUL07,2,0.15,13.2,NA,NA
MAE06JUL07,3,0.08,7,NA,NA
MAE06JUL07,4,0.07,5.1,NA,NA
MAE06JUL07,5,0.07,4.6,NA,NA
MAE06JUL07,6,0.06,4.5,NA,NA
MAE06JUL07,7,0.03,4.5,NA,NA
MAE06JUL07,8,0.02,4.6,NA,NA
MAE06JUL07,9,0.02,4.7,NA,NA
MAE06JUL07,10,0.02,4.7,NA,NA
MAE06JUL07,11,0.02,4.7,NA,NA
MAE06JUL07,12,0.03,4.7,NA,NA
MAE06JUL07,13,0.02,4.7,NA,NA
MAE06JUL07,14,0.01,4.7,NA,NA
MAE06JUL07,15,0.02,4.7,NA,NA
MAE06JUL07,16,0.02,4.7,NA,NA
MAE06JUL07,17,0.02,4.7,NA,NA
MAE06JUL07,18,0.01,4.7,NA,NA
MAE06JUL07,19,0.01,4.7,NA,NA
MAE06JUL07,20,0.01,4.7,NA,NA
MAE06JUL07,21,0.01,4.8,NA,NA
MAE06JUL07,22,0.03,4.8,NA,NA
HKE09JUL07,0,7.11,25.9,NA,NA
HKE09JUL07,0.5,6.99,25.7,NA,NA
HKE09JUL07,1,6.71,25.2,NA,NA
HKE09JUL07,2,6.68,23.6,NA,NA
HKE09JUL07,3,1.93,17.8,NA,NA
HKE09JUL07,4,0.47,11.5,NA,NA
HKE09JUL07,5,0.1,7.2,NA,NA
HKE09JUL07,6,0.08,5.6,NA,NA
HKE09JUL07,7,0.06,4.8,NA,NA
HKE09JUL07,8,0.05,4.5,NA,NA
HKE09JUL07,9,0.04,4.4,NA,NA
HKE09JUL07,10,0.04,4.4,NA,NA
HKE09JUL07,11,0.03,4.4,NA,NA
HKE09JUL07,12,0.03,4.4,NA,NA
HKE09JUL07,13,0.03,4.5,NA,NA
HKE09JUL07,14,0.03,4.5,NA,NA
HKE09JUL07,15,0.02,4.6,NA,NA
HKE09JUL07,16,0.02,4.6,NA,NA
HKE09JUL07,17,0.02,4.7,NA,NA
HKE09JUL07,18,0.02,4.7,NA,NA
HKE09JUL07,19,0.02,4.7,NA,NA
MAE09JUL07,0,7.73,26.7,NA,NA
MAE09JUL07,0.5,7.94,25.1,NA,NA
MAE09JUL07,1,7.48,22.8,NA,NA
MAE09JUL07,2,0.15,12.6,NA,NA
MAE09JUL07,3,0.09,6.4,NA,NA
MAE09JUL07,4,0.07,5,NA,NA
MAE09JUL07,5,0.06,4.5,NA,NA
MAE09JUL07,6,0.04,4.4,NA,NA
MAE09JUL07,7,0.03,4.5,NA,NA
MAE09JUL07,8,0.03,4.6,NA,NA
MAE09JUL07,9,0.03,4.7,NA,NA
MAE09JUL07,10,0.02,4.7,NA,NA
MAE09JUL07,11,0.02,4.7,NA,NA
MAE09JUL07,12,0.02,4.7,NA,NA
MAE09JUL07,13,0.02,4.7,NA,NA
MAE09JUL07,14,0.02,4.7,NA,NA
MAE09JUL07,15,0.02,4.7,NA,NA
MAE09JUL07,16,0.02,4.7,NA,NA
MAE09JUL07,17,0.02,4.7,NA,NA
MAE09JUL07,18,0.02,4.7,NA,NA
MAE09JUL07,19,0.02,4.7,NA,NA
MAE09JUL07,20,0.02,4.7,NA,NA
MAE09JUL07,21,0.02,4.7,NA,NA
MAE09JUL07,22,0.02,4.7,NA,NA
FBE10JUL07,0,5.18,24.2,NA,NA
FBE10JUL07,0.5,5.03,24.2,NA,NA
FBE10JUL07,1,4.38,24,NA,NA
FBE10JUL07,1.5,0.06,22.6,NA,NA
FBE10JUL07,2,0.06,21.7,NA,NA
CBE10JUL07,0,7.8,24.7,NA,NA
CBE10JUL07,0.5,8.01,24.7,NA,NA
CBE10JUL07,1,7.82,24.6,NA,NA
CBE10JUL07,1.5,2.14,21.6,NA,NA
CBE10JUL07,2,0.11,17.9,NA,NA
CBE10JUL07,2.5,0.05,14.6,NA,NA
TBE10JUL07,0,7.24,25.3,NA,NA
TBE10JUL07,0.5,6.86,24.8,NA,NA
TBE10JUL07,1,5.4,23,NA,NA
TBE10JUL07,2,0.17,12.1,NA,NA
TBE10JUL07,3,0.09,6.7,NA,NA
TBE10JUL07,4,0.06,4.8,NA,NA
TBE10JUL07,5,0.06,4.4,NA,NA
TBE10JUL07,6,0.04,4.3,NA,NA
TBE10JUL07,7,0.04,4.3,NA,NA
SSE11JUL07,0,5.89,22.1,NA,NA
SSE11JUL07,0.5,5.67,22.1,NA,NA
SSE11JUL07,1,4.96,21.6,NA,NA
SSE11JUL07,2,2.56,14.1,NA,NA
SSE11JUL07,3,0.12,7.5,NA,NA
SSE11JUL07,4,0.09,5.3,NA,NA
SSE11JUL07,5,0.08,4.9,NA,NA
SSE11JUL07,6,0.08,4.7,NA,NA
SSE11JUL07,7,0.06,4.6,NA,NA
SSE11JUL07,8,0.06,4.6,NA,NA
NSE11JUL07,0,5.72,23.4,NA,NA
NSE11JUL07,0.5,5.46,23.1,NA,NA
NSE11JUL07,1,5.63,22.8,NA,NA
NSE11JUL07,2,0.26,18.1,NA,NA
NSE11JUL07,3,0.07,9.4,NA,NA
NSE11JUL07,4,0.07,7.2,NA,NA
WSE11JUL07,0,6.5,23.5,NA,NA
WSE11JUL07,0.5,6.84,23.6,NA,NA
WSE11JUL07,1,6.88,23.5,NA,NA
WSE11JUL07,2,6.84,23.5,NA,NA
WSE11JUL07,3,6.71,23.5,NA,NA
WSE11JUL07,4,3.8,17,NA,NA
WSE11JUL07,4.5,0.25,13.8,NA,NA
HKE12JUL07,0,6.88,21.7,NA,NA
HKE12JUL07,0.5,6.82,21.7,NA,NA
HKE12JUL07,1,6.81,21.6,NA,NA
HKE12JUL07,2,6.79,21.4,NA,NA
HKE12JUL07,3,1.71,18.4,NA,NA
HKE12JUL07,4,0.36,11.1,NA,NA
HKE12JUL07,5,0.09,7.3,NA,NA
HKE12JUL07,6,0.07,5.4,NA,NA
HKE12JUL07,7,0.06,4.7,NA,NA
HKE12JUL07,8,0.05,4.5,NA,NA
HKE12JUL07,9,0.05,4.4,NA,NA
HKE12JUL07,10,0.04,4.4,NA,NA
HKE12JUL07,11,0.04,4.4,NA,NA
HKE12JUL07,12,0.04,4.4,NA,NA
HKE12JUL07,13,0.03,4.5,NA,NA
HKE12JUL07,14,0.03,4.5,NA,NA
HKE12JUL07,15,0.03,4.6,NA,NA
HKE12JUL07,16,0.02,4.6,NA,NA
HKE12JUL07,17,0.03,4.6,NA,NA
HKE12JUL07,18,0.03,4.7,NA,NA
HKE12JUL07,19,0.03,4.7,NA,NA
MAE12JUL07,0,7.3,20.3,NA,NA
MAE12JUL07,0.5,7.3,20.2,NA,NA
MAE12JUL07,1,7.23,19.9,NA,NA
MAE12JUL07,2,0.14,12.2,NA,NA
MAE12JUL07,3,0.09,6.9,NA,NA
MAE12JUL07,4,0.08,5.4,NA,NA
MAE12JUL07,5,0.07,4.6,NA,NA
MAE12JUL07,6,0.07,4.5,NA,NA
MAE12JUL07,7,0.06,4.5,NA,NA
MAE12JUL07,8,0.03,4.6,NA,NA
MAE12JUL07,9,0.03,4.7,NA,NA
MAE12JUL07,10,0.03,4.7,NA,NA
MAE12JUL07,11,0.03,4.7,NA,NA
MAE12JUL07,12,0.03,4.7,NA,NA
MAE12JUL07,13,0.03,4.7,NA,NA
MAE12JUL07,14,0.02,4.7,NA,NA
MAE12JUL07,15,0.02,4.7,NA,NA
MAE12JUL07,16,0.02,4.7,NA,NA
MAE12JUL07,17,0.02,4.7,NA,NA
MAE12JUL07,18,0.02,4.7,NA,NA
MAE12JUL07,19,0.02,4.7,NA,NA
MAE12JUL07,20,0.02,4.8,NA,NA
MAE12JUL07,21,0.02,4.8,NA,NA
MAE12JUL07,22,0.02,4.8,NA,NA
TBE12JUL07,0,6.92,21.4,NA,NA
TBE12JUL07,0.5,6.89,21,NA,NA
TBE12JUL07,1,6.03,20.1,NA,NA
TBE12JUL07,2,0.1,12.5,NA,NA
TBE12JUL07,3,0.06,8.6,NA,NA
TBE12JUL07,4,0.07,4.8,NA,NA
TBE12JUL07,5,0.06,4.4,NA,NA
TBE12JUL07,6,0.06,4.3,NA,NA
TBE12JUL07,7,0.05,4.3,NA,NA
CBE12JUL07,0,7.89,21.9,NA,NA
CBE12JUL07,0.5,7.96,21.8,NA,NA
CBE12JUL07,1,6.7,21.3,NA,NA
CBE12JUL07,1.5,6.38,21.1,NA,NA
CBE12JUL07,2,0.61,17.7,NA,NA
CBE12JUL07,2.5,0.06,13.8,NA,NA
FBE12JUL07,0,6.1,23,NA,NA
FBE12JUL07,0.5,5.07,22.8,NA,NA
FBE12JUL07,1,4.56,21.5,NA,NA
FBE12JUL07,1.5,4.33,21.2,NA,NA
FBE12JUL07,2,0.08,20.7,NA,NA
WSE13JUL07,0,7.14,21.7,NA,NA
WSE13JUL07,0.5,7.09,21.7,NA,NA
WSE13JUL07,1,6.92,21.6,NA,NA
WSE13JUL07,2,6.95,21.6,NA,NA
WSE13JUL07,3,2.3,19.2,NA,NA
WSE13JUL07,4,0.08,12.9,NA,NA
SSE13JUL07,0,5.64,19.9,NA,NA
SSE13JUL07,0.5,5.56,19.8,NA,NA
SSE13JUL07,1,4.9,19.5,NA,NA
SSE13JUL07,2,1.72,14.3,NA,NA
SSE13JUL07,3,0.07,7.7,NA,NA
SSE13JUL07,4,0.06,5.5,NA,NA
SSE13JUL07,5,0.04,4.7,NA,NA
SSE13JUL07,6,0.04,4.6,NA,NA
SSE13JUL07,7,0.03,4.5,NA,NA
SSE13JUL07,8,0.03,4.6,NA,NA
NSE13JUL07,0,5.6,20.9,NA,NA
NSE13JUL07,0.5,5.48,21.1,NA,NA
NSE13JUL07,1,5.34,20.7,NA,NA
NSE13JUL07,2,3.32,18.6,NA,NA
NSE13JUL07,3,0.07,9.8,NA,NA
NSE13JUL07,4,0.06,7.5,NA,NA
NSE16JUL07,0,6.8,21,NA,NA
NSE16JUL07,0.5,6.74,20.8,NA,NA
NSE16JUL07,1,6.34,20.6,NA,NA
NSE16JUL07,2,0.39,17.9,NA,NA
NSE16JUL07,3,0.08,10.2,NA,NA
NSE16JUL07,4,0.07,7.5,NA,NA
SSE16JUL07,0,6.81,21.3,NA,NA
SSE16JUL07,0.5,6.89,20.2,NA,NA
SSE16JUL07,1,6.72,19.8,NA,NA
SSE16JUL07,2,1.3,14.1,NA,NA
SSE16JUL07,3,0.06,7.6,NA,NA
SSE16JUL07,4,0.05,5.4,NA,NA
SSE16JUL07,5,0.05,4.7,NA,NA
SSE16JUL07,6,0.04,4.6,NA,NA
SSE16JUL07,7,0.03,4.6,NA,NA
SSE16JUL07,8,0.03,4.6,NA,NA
WSE16JUL07,0,7.1,22.3,NA,NA
WSE16JUL07,0.5,7.01,21.5,NA,NA
WSE16JUL07,1,6.98,21.4,NA,NA
WSE16JUL07,2,6.96,21.3,NA,NA
WSE16JUL07,3,2.3,19.9,NA,NA
WSE16JUL07,4,0.09,13,NA,NA
TBE16JUL07,0,7.84,26.8,NA,NA
TBE16JUL07,0.5,7.97,21.4,NA,NA
TBE16JUL07,1,8.35,19.5,NA,NA
TBE16JUL07,2,0.11,12.6,NA,NA
TBE16JUL07,3,0.06,7,NA,NA
TBE16JUL07,4,0.05,5,NA,NA
TBE16JUL07,5,0.04,4.4,NA,NA
TBE16JUL07,6,0.03,4.3,NA,NA
TBE16JUL07,7,0.03,4.3,NA,NA
CBE16JUL07,0,8.2,23.9,NA,NA
CBE16JUL07,0.5,8.92,22.2,NA,NA
CBE16JUL07,1,8.13,20.8,NA,NA
CBE16JUL07,1.5,7.08,20.4,NA,NA
CBE16JUL07,2,0.61,18.2,NA,NA
CBE16JUL07,2.5,0.06,14.3,NA,NA
FBE16JUL07,0,6.84,23.4,NA,NA
FBE16JUL07,0.5,6.67,21.8,NA,NA
FBE16JUL07,1,6.27,20.6,NA,NA
FBE16JUL07,1.5,6.01,20.3,NA,NA
FBE16JUL07,2,0.13,20,NA,NA
HKE17JUL07,0,7.46,22.8,NA,NA
HKE17JUL07,0.5,7.48,22.7,NA,NA
HKE17JUL07,1,7.36,21.7,NA,NA
HKE17JUL07,2,6.57,20.7,NA,NA
HKE17JUL07,3,1.47,18.3,NA,NA
HKE17JUL07,4,0.17,11.1,NA,NA
HKE17JUL07,5,0.08,7.1,NA,NA
HKE17JUL07,6,0.07,5.6,NA,NA
HKE17JUL07,7,0.06,4.9,NA,NA
HKE17JUL07,8,0.06,4.7,NA,NA
HKE17JUL07,9,0.06,4.6,NA,NA
HKE17JUL07,10,0.05,4.5,NA,NA
HKE17JUL07,11,0.03,4.5,NA,NA
HKE17JUL07,12,0.03,4.5,NA,NA
HKE17JUL07,13,0.03,4.5,NA,NA
HKE17JUL07,14,0.03,4.6,NA,NA
HKE17JUL07,15,0.03,4.6,NA,NA
HKE17JUL07,16,0.03,4.6,NA,NA
HKE17JUL07,17,0.03,4.7,NA,NA
HKE17JUL07,18,0.03,4.7,NA,NA
HKE17JUL07,19,0.02,4.7,NA,NA
MAE17JUL07,0,8.42,24,NA,NA
MAE17JUL07,0.5,8.41,21.5,NA,NA
MAE17JUL07,1,8.08,20.2,NA,NA
MAE17JUL07,2,0.21,14.3,NA,NA
MAE17JUL07,3,0.08,7.6,NA,NA
MAE17JUL07,4,0.05,5.1,NA,NA
MAE17JUL07,5,0.06,4.6,NA,NA
MAE17JUL07,6,0.03,4.4,NA,NA
MAE17JUL07,7,0.03,4.5,NA,NA
MAE17JUL07,8,0.02,4.6,NA,NA
MAE17JUL07,9,0.02,4.7,NA,NA
MAE17JUL07,10,0.03,4.7,NA,NA
MAE17JUL07,11,0.02,4.7,NA,NA
MAE17JUL07,12,0.02,4.7,NA,NA
MAE17JUL07,13,0.02,4.7,NA,NA
MAE17JUL07,14,0.02,4.7,NA,NA
MAE17JUL07,15,0.02,4.7,NA,NA
MAE17JUL07,16,0.02,4.7,NA,NA
MAE17JUL07,17,0.02,4.7,NA,NA
MAE17JUL07,18,0.02,4.7,NA,NA
MAE17JUL07,19,0.02,4.7,NA,NA
MAE17JUL07,20,0.02,4.8,NA,NA
MAE17JUL07,21,0.02,4.8,NA,NA
MAE17JUL07,22,0.03,4.8,NA,NA
TBE18JUL07,0,8.12,22.4,NA,NA
TBE18JUL07,0.5,7.86,22.3,NA,NA
TBE18JUL07,1,8.16,19.7,NA,NA
TBE18JUL07,2,0.12,12.7,NA,NA
TBE18JUL07,3,0.09,6.7,NA,NA
TBE18JUL07,4,0.08,4.8,NA,NA
TBE18JUL07,5,0.07,4.4,NA,NA
TBE18JUL07,6,0.06,4.3,NA,NA
TBE18JUL07,7,0.07,4.4,NA,NA
CBE18JUL07,0,8.62,22.3,NA,NA
CBE18JUL07,0.5,8.44,22.2,NA,NA
CBE18JUL07,1,7.13,21.1,NA,NA
CBE18JUL07,1.5,6.2,20.5,NA,NA
CBE18JUL07,2,0.11,18.3,NA,NA
CBE18JUL07,2.5,0.05,15,NA,NA
FBE18JUL07,0,7.18,22.5,NA,NA
FBE18JUL07,0.5,6.95,22,NA,NA
FBE18JUL07,1,5.22,21.4,NA,NA
FBE18JUL07,1.5,2.34,20.7,NA,NA
FBE18JUL07,2,0.14,20.1,NA,NA
NSE19JUL07,0,7.15,23.1,NA,NA
NSE19JUL07,0.5,6.86,23.1,NA,NA
NSE19JUL07,1,5.25,22.4,NA,NA
NSE19JUL07,2,0.39,18.1,NA,NA
NSE19JUL07,3,0.06,10.8,NA,NA
NSE19JUL07,4,0.07,7.7,NA,NA
SSE19JUL07,0,7.21,22.7,NA,NA
SSE19JUL07,0.5,7.11,22.6,NA,NA
SSE19JUL07,1,6.06,21.4,NA,NA
SSE19JUL07,2,1.12,14.6,NA,NA
SSE19JUL07,3,0.09,7.9,NA,NA
SSE19JUL07,4,0.07,5.4,NA,NA
SSE19JUL07,5,0.06,4.8,NA,NA
SSE19JUL07,6,0.05,4.7,NA,NA
SSE19JUL07,7,0.04,4.6,NA,NA
SSE19JUL07,8,0.04,4.6,NA,NA
WSE19JUL07,0,7,23.2,NA,NA
WSE19JUL07,0.5,7.02,23.2,NA,NA
WSE19JUL07,1,6.95,23.2,NA,NA
WSE19JUL07,2,6.66,22.5,NA,NA
WSE19JUL07,3,3.5,19.9,NA,NA
WSE19JUL07,4,0.09,14,NA,NA
HKE20JUL07,0,6.98,21.7,NA,NA
HKE20JUL07,0.5,6.87,21.5,NA,NA
HKE20JUL07,1,6.89,21.4,NA,NA
HKE20JUL07,2,6.6,21.1,NA,NA
HKE20JUL07,3,0.51,17.7,NA,NA
HKE20JUL07,4,0.1,11.4,NA,NA
HKE20JUL07,5,0.06,7.2,NA,NA
HKE20JUL07,6,0.06,5.5,NA,NA
HKE20JUL07,7,0.05,4.8,NA,NA
HKE20JUL07,8,0.05,4.6,NA,NA
HKE20JUL07,9,0.03,4.4,NA,NA
HKE20JUL07,10,0.03,4.4,NA,NA
HKE20JUL07,11,0.03,4.4,NA,NA
HKE20JUL07,12,0.03,4.5,NA,NA
HKE20JUL07,13,0.03,4.5,NA,NA
HKE20JUL07,14,0.03,4.5,NA,NA
HKE20JUL07,15,0.02,4.6,NA,NA
HKE20JUL07,16,0.01,4.6,NA,NA
HKE20JUL07,17,0.01,4.7,NA,NA
HKE20JUL07,18,0.01,4.7,NA,NA
HKE20JUL07,19,0.01,4.7,NA,NA
MAE20JUL07,0,8.01,21.5,NA,NA
MAE20JUL07,0.5,7.89,21,NA,NA
MAE20JUL07,1,7.59,20.3,NA,NA
MAE20JUL07,2,0.12,14.3,NA,NA
MAE20JUL07,3,0.08,7.4,NA,NA
MAE20JUL07,4,0.06,5.3,NA,NA
MAE20JUL07,5,0.06,4.5,NA,NA
MAE20JUL07,6,0.03,4.4,NA,NA
MAE20JUL07,7,0.03,4.5,NA,NA
MAE20JUL07,8,0.02,4.6,NA,NA
MAE20JUL07,9,0.01,4.7,NA,NA
MAE20JUL07,10,0.01,4.7,NA,NA
MAE20JUL07,11,0.01,4.7,NA,NA
MAE20JUL07,12,0.01,4.7,NA,NA
